latitude,longitude,random_id,set
29.96549828,-90.07948591,0.295024161,2
29.96744175,-90.0776084,0.146213661,2
29.94398847,-90.07367426,0.583035825,2
29.94322908,-90.07197625,0.529866364,2
29.97067438,-90.07179872,0.714784579,2
29.97122786,-90.06295484,0.822009312,2
29.9721494,-90.06693577,0.72547458,2
29.97137023,-90.06065948,0.163940818,2
29.97052157,-90.05703448,0.78687517,2
29.94862716,-90.05056268,0.902530435,2
29.94649476,-90.05227096,0.604871,2
29.96651757,-90.08106142,0.514344453,2
29.97308918,-90.0658652,0.520562245,2
29.96494935,-90.08253624,0.176128885,2
29.97289699,-90.06981651,0.221459575,2
29.96783957,-90.05205834,0.315221699,2
29.96981551,-90.07819237,0.245423119,2
29.94150557,-90.07343719,0.314301997,2
29.96319437,-90.04854242,0.535477508,2
29.94467393,-90.07960376,0.114368649,2
29.96675442,-90.08233239,0.810011072,2
29.97337592,-90.06080752,0.805950655,2
29.97480737,-90.06666172,0.677766523,2
29.9735296,-90.05855425,0.474784387,2
29.97206728,-90.07758392,0.997525235,2
29.94087391,-90.07598336,0.080221125,2
29.96783487,-90.08300277,0.406041807,2
29.97335326,-90.05729133,0.840729075,2
29.97119126,-90.08021112,0.430120453,2
29.94044643,-90.07797928,0.498698446,2
29.9391163,-90.07561011,0.938917384,2
29.97364825,-90.07807499,0.18246241,2
29.96877662,-90.08426312,0.629361689,2
29.97061733,-90.08285259,0.893984606,2
29.94446157,-90.04846243,0.126366186,2
29.96900569,-90.08469256,0.812558422,2
29.94352695,-90.08360762,0.533110436,2
29.9494251,-90.08794023,0.019535227,2
29.97477333,-90.05488406,0.02487964,2
29.9627304,-90.08965234,0.704451408,2
29.97624587,-90.07645472,0.628306874,2
29.97417824,-90.08062693,0.616350357,2
29.96433993,-90.0896933,0.448996819,2
29.94123088,-90.08363541,0.519069722,2
29.94379648,-90.08677118,0.503028806,2
29.94637691,-90.08869531,0.481611311,2
29.9392927,-90.05049964,0.839086554,2
29.97024761,-90.08703801,0.258603208,2
29.94480373,-90.0883179,0.00530238,2
29.97604208,-90.05225184,0.693686718,2
29.97781549,-90.05513484,0.257318728,2
29.96705633,-90.0423801,0.411626529,2
29.97051308,-90.0879236,0.350677901,2
29.98013927,-90.06739191,0.566867427,2
29.94527784,-90.04315054,0.773043639,2
29.96934178,-90.08902601,0.755385826,2
29.97551282,-90.08261808,0.498328505,2
29.97876393,-90.05634483,0.867680303,2
29.9751862,-90.04918594,0.116805574,2
29.94827061,-90.04074538,0.973940877,2
29.97121008,-90.08873362,0.127542349,2
29.98125546,-90.06500212,0.904431611,2
29.98144342,-90.06260625,0.713036829,2
29.97964078,-90.07770153,0.71551882,2
29.97159836,-90.08940325,0.593428682,2
29.94516815,-90.04092668,0.164190655,2
29.94340259,-90.09058134,0.276406763,2
29.9452931,-90.0919892,0.477681409,2
29.98231659,-90.06501129,0.493924768,2
29.97727452,-90.04826691,0.762470815,2
29.97721057,-90.04786235,0.569805166,2
29.93399998,-90.08059561,0.967068749,2
29.97887364,-90.08244051,0.275541678,2
29.96601517,-90.09437982,0.00707265,2
29.93159843,-90.07386745,0.00394431,2
29.93994972,-90.08916604,0.135483043,2
29.94635507,-90.09390905,0.776894557,2
29.96628318,-90.03806057,0.493798447,2
29.96030758,-90.0359776,0.487569185,2
29.9833635,-90.07184486,0.562674352,2
29.97277761,-90.0913653,0.161730143,2
29.97293889,-90.09176085,0.482741685,2
29.92970246,-90.07017677,0.938231902,2
29.96581264,-90.03639347,0.558301809,2
29.96993691,-90.09416732,0.748712153,2
29.93485488,-90.08539533,0.993205763,2
29.93913775,-90.04150714,0.876663879,2
29.94496534,-90.03682932,0.550435015,2
29.97475321,-90.09164277,0.797109798,2
29.93639765,-90.08890895,0.240543901,2
29.94595041,-90.09643062,0.160637956,2
29.9802704,-90.0849462,0.058367145,2
29.93761428,-90.09094917,0.633478823,2
29.98395857,-90.05447648,0.840531049,2
29.92795389,-90.06999161,0.346026799,2
29.97468479,-90.09327429,0.801688702,2
29.96375298,-90.03294176,0.204868988,2
29.94356576,-90.09701207,0.3409129,2
29.9814539,-90.08603134,0.078100019,2
29.98574848,-90.07642111,0.442141796,2
29.96357669,-90.10017806,0.624188422,2
29.94119985,-90.09662276,0.765543601,2
29.95149086,-90.10114169,0.416390206,2
29.93433456,-90.09040676,0.008097013,2
29.9756315,-90.09476837,0.321922687,2
29.93088872,-90.08594743,0.58589873,2
29.95046717,-90.10132144,0.426477393,2
29.96476922,-90.03157989,0.08690261,2
29.98818303,-90.06726308,0.575910438,2
29.93270987,-90.08921519,0.934909035,2
29.96821801,-90.0326551,0.911400626,2
29.95419536,-90.10249907,0.451895888,2
29.92558692,-90.07335407,0.693991085,2
29.92913657,-90.08460704,0.342337082,2
29.97624081,-90.09568168,0.133144589,2
29.97714025,-90.03747742,0.800733176,2
29.98937309,-90.0661974,0.439482643,2
29.98880931,-90.05859653,0.132996275,2
29.9681956,-90.10147794,0.391666319,2
29.98870839,-90.07500516,0.133741068,2
29.93882815,-90.09799179,0.825416992,2
29.98938125,-90.07308729,0.359149847,2
29.98983154,-90.07299522,0.79023484,2
29.95651951,-90.10483704,0.563812138,2
29.95754868,-90.10484136,0.902982085,2
29.94026063,-90.09992315,0.536893605,2
29.93055786,-90.04184666,0.963870596,2
29.97742251,-90.09728397,0.670057038,2
29.9792741,-90.09568232,0.032899181,2
29.94894669,-90.10453141,0.762874529,2
29.98783699,-90.08313333,0.500537073,2
29.9776077,-90.09763539,0.360159293,2
29.99135768,-90.06691779,0.250424219,2
29.93849017,-90.03269521,0.161401774,2
29.93635966,-90.03429275,0.317789104,2
29.96901252,-90.1036876,0.418752083,2
29.97392455,-90.10108532,0.22400737,2
29.92372564,-90.0782951,0.757158825,2
29.97532206,-90.10031613,0.564687062,2
29.932252,-90.09556716,0.691340909,2
29.92369202,-90.08060489,0.889387818,2
29.92820151,-90.09130019,0.794588518,2
29.97879091,-90.09940658,0.960055335,2
29.95264216,-90.10766074,0.783112522,2
29.92455563,-90.08546656,0.263072907,2
29.94007236,-90.10356648,0.188814131,2
29.98221466,-90.03597782,0.358740826,2
29.99301029,-90.07336756,0.989065837,2
29.96980429,-90.10578548,0.929041898,2
29.93545299,-90.10060284,0.24489691,2
29.9891886,-90.08694834,0.00607095,2
29.99136292,-90.04945624,0.55699774,2
29.986384,-90.03944567,0.678709642,2
29.95540451,-90.10960423,0.972265584,2
29.96716663,-90.10805925,0.7206211,2
29.92863875,-90.03702348,0.767654957,2
29.99375783,-90.07758853,0.929069944,2
29.95847655,-90.11021705,0.318713721,2
29.96261894,-90.02229543,0.761656939,2
29.9270609,-90.09474664,0.563563229,2
29.96006811,-90.02125083,0.220006873,2
29.96176891,-90.11120002,0.543725745,2
29.98537987,-90.03491105,0.027805055,2
29.95676042,-90.11162655,0.792284999,2
29.99371838,-90.04964756,0.574462339,2
29.96778419,-90.02253152,0.042436638,2
29.93804784,-90.02610372,0.047738264,2
29.93002196,-90.03217206,0.03837765,2
29.96221702,-90.02052632,0.846305593,2
29.98788106,-90.03627161,0.658938584,2
29.96316555,-90.02020256,0.164682788,2
29.98766791,-90.03536108,0.282946204,2
29.94606031,-90.02090184,0.365733415,2
29.96314208,-90.11289793,0.947432626,2
29.96670547,-90.11249633,0.998308577,2
29.99671229,-90.0795187,0.004822737,2
29.94049774,-90.02253448,0.299084031,2
29.9840007,-90.102724,0.302647114,2
29.99834689,-90.06051724,0.626561359,2
29.96877858,-90.02029173,0.016059626,2
29.99747873,-90.05356717,0.564797784,2
29.91836332,-90.08673464,0.201289732,2
29.96664825,-90.11397809,0.241009905,2
29.99277788,-90.09287881,0.857320646,2
29.94257385,-90.02009432,0.908431656,2
29.96104653,-90.11513766,0.733980255,2
29.94625422,-90.1141596,0.48345085,2
29.93399781,-90.02446044,0.471190658,2
29.9467221,-90.11435728,0.266968641,2
29.93083122,-90.0268985,0.60619827,2
29.99960798,-90.05942805,0.439777337,2
29.94884378,-90.11521468,0.218779305,2
29.92657122,-90.10219766,0.560537193,2
29.97142935,-90.11350645,0.586348072,2
29.95094905,-90.11612356,0.102254511,2
29.97209424,-90.11420711,0.440772055,2
29.99227266,-90.03500597,0.472405561,2
29.99181959,-90.03410127,0.677188235,2
29.9734567,-90.11426446,0.82344735,2
29.98280304,-90.108768,0.531170603,2
29.92866216,-90.02570324,0.651200766,2
29.95382777,-90.1181831,0.832592005,2
30.00133304,-90.05605086,0.841202574,2
29.99368185,-90.03534039,0.685788593,2
29.94864483,-90.1179418,0.365363138,2
29.96585194,-90.11785922,0.227102492,2
29.99934126,-90.08612442,0.645185919,2
29.95933425,-90.01344005,0.184086047,2
29.94085885,-90.11663888,0.60486389,2
29.96785965,-90.11872693,0.372934212,2
29.99331258,-90.10045904,0.148873912,2
29.92076531,-90.10130967,0.815126617,2
29.95431089,-90.01148152,0.674775762,2
29.99659693,-90.0355423,0.854888278,2
29.95990509,-90.01136585,0.142024794,2
29.96436767,-90.01188946,0.188140131,2
29.93352754,-90.01820787,0.599076575,2
29.96212724,-90.01135307,0.003059585,2
29.93047666,-90.02006483,0.24013968,2
29.96427735,-90.12105848,0.015682009,2
29.94542651,-90.12047687,0.336357526,2
29.94267946,-90.11969663,0.578060717,2
29.96711964,-90.12104751,0.07598124,2
29.9776675,-90.01538493,0.389951097,2
29.9788372,-90.01585008,0.566416726,2
29.93735064,-90.11841777,0.532296834,2
29.96983924,-90.12115323,0.561704467,2
29.9719724,-90.12045034,0.829571584,2
29.97375446,-90.11998686,0.115483555,2
29.96226629,-90.12319437,0.139891018,2
29.92051075,-90.10539925,0.290195281,2
29.97118888,-90.12121901,0.612661118,2
30.00514686,-90.05142577,0.448903637,2
29.9691987,-90.12190922,0.130658485,2
29.94381065,-90.12175204,0.321160198,2
29.91713135,-90.10123512,0.432767047,2
29.97716054,-90.01341983,0.169112455,2
29.92527095,-90.02109245,0.739561793,2
29.96459278,-90.00883537,0.374047254,2
29.92254101,-90.0225093,0.220911008,2
29.99247682,-90.1096089,0.372934487,2
30.00184966,-90.03581684,0.804948528,2
29.94140188,-90.12365288,0.183672874,2
29.9655279,-90.12577769,0.306888662,2
29.99394125,-90.10948612,0.776072699,2
29.97763137,-90.010527,0.313656312,2
29.93300011,-90.12059221,0.117301766,2
29.94059635,-90.12428761,0.751310415,2
30.00564932,-90.04108331,0.859603168,2
29.91866595,-90.02259691,0.607559524,2
29.98827047,-90.11676173,0.093903994,2
29.96860201,-90.12715615,0.656961819,2
29.93901449,-90.12553522,0.713759783,2
29.935158,-90.12381401,0.169950748,2
29.96762038,-90.12805954,0.870635541,2
29.95499961,-90.12946902,0.604215436,2
30.00540584,-90.03638919,0.828299828,2
30.0116722,-90.07486017,0.612416246,2
30.00388776,-90.10047706,0.361525783,2
30.01230732,-90.06017376,0.391170578,2
29.92088541,-90.1150943,0.434134166,2
29.91647797,-90.11064664,0.68341859,2
29.94736921,-90.12979152,0.802085763,2
30.00516303,-90.03313122,0.953877639,2
29.93723247,-90.12692613,0.628854585,2
29.95631393,-90.1310832,0.496125599,2
29.941346,-90.12888029,0.236932384,2
29.92181568,-90.01465646,0.75064856,2
29.97049441,-90.00262661,0.318058572,2
29.94878597,-90.1315516,0.353404259,2
29.95217393,-90.13247886,0.975057715,2
30.00540011,-90.02923623,0.498293741,2
29.97513142,-90.00260946,0.207037651,2
30.00448637,-90.10680701,0.327762735,2
29.91644873,-90.11619879,0.099630058,2
30.01661379,-90.0652289,0.440319566,2
29.99992877,-90.11494861,0.230320493,2
30.01229588,-90.0383736,0.828182771,2
29.95206279,-90.13561337,0.739223042,2
29.92376049,-90.00754006,0.250253339,2
30.00065864,-90.11616826,0.53305834,2
30.01752225,-90.05143564,0.481968367,2
30.01158595,-90.1007745,0.145673256,2
30.02098236,-90.07547473,0.022007031,2
30.02143827,-90.06932046,0.150600436,2
29.90755454,-90.01822941,0.02675392,2
29.92774837,-90.13358841,0.055293462,2
30.01996916,-90.04366156,0.535536827,2
30.01000817,-90.02094012,0.092529722,2
30.00568575,-90.11852596,0.424754971,2
30.00991615,-90.0197286,0.657951453,2
30.02351334,-90.06100853,0.756438019,2
30.02271333,-90.05172944,0.260064026,2
30.01890879,-90.09680049,0.886318372,2
30.00872449,-90.11752291,0.057612858,2
30.01424874,-90.02143089,0.238835552,2
30.01372058,-90.01899243,0.753853077,2
30.02645234,-90.05205886,0.876574888,2
30.01945117,-90.10554776,0.641880932,2
30.00963525,-90.00884123,0.124486966,2
30.01848472,-90.02174693,0.96047119,2
30.01120966,-90.0097758,0.9577284,2
30.02887248,-90.04574347,0.683748208,2
30.01280323,-90.0099792,0.994634466,2
30.01690297,-90.01429666,0.13926118,2
30.02011778,-90.11358308,0.943094036,2
30.02920429,-90.0412976,0.761024721,2
29.90894897,-89.99668024,0.17909111,2
29.9239016,-89.98512143,0.884271866,2
30.02628466,-90.02448393,0.866988906,2
29.9233104,-89.98426956,0.847897041,2
30.01082143,-89.99842627,0.449352082,2
29.90622961,-89.99517056,0.418997974,2
30.01231382,-89.99862943,0.776041934,2
29.91750016,-89.9832345,0.140467311,2
30.03231192,-90.02664645,0.93363071,2
29.90461642,-89.9919759,0.550706297,2
30.03290613,-90.02609853,0.410237675,2
29.90611457,-89.98965837,0.359122246,2
30.02874578,-90.0163497,0.684426262,2
29.90781584,-89.98767029,0.042216896,2
30.01339491,-89.99291433,0.386630151,2
29.92028234,-89.97691217,0.453755392,2
30.02952714,-90.01265877,0.859036064,2
29.91977247,-89.97628158,0.11900171,2
29.92098001,-89.97470195,0.534837163,2
30.02653282,-89.99987579,0.781086721,2
30.03784776,-90.01129819,0.840505194,2
30.02432043,-89.98867059,0.158273008,2
30.02746496,-89.99206746,0.835882803,2
30.02847684,-89.99312076,0.077102176,2
30.03223224,-89.99498845,0.524225503,2
30.02929534,-89.98567562,0.76180927,2
30.03097162,-89.98548425,0.694234485,2
30.03341003,-89.98761213,0.061858116,2
30.03557869,-89.98869052,0.354161131,2
30.04045692,-89.99474448,0.575643751,2
30.03894661,-89.98826374,0.093342765,2
30.03551642,-89.97504658,0.899165319,2
30.03848376,-89.97693048,0.445919218,2
30.04611518,-89.98211626,0.008486698,2
30.04853134,-89.98548892,0.382217892,2
30.04755568,-89.97916565,0.284851333,2
30.02596874,-89.95578167,0.929205509,2
30.05197936,-89.97872948,0.206310817,2
30.04306628,-89.96709905,0.150052905,2
30.0325001,-89.95424464,0.79261611,2
30.03896944,-89.95515358,0.706366819,2
30.04471741,-89.95965159,0.107893514,2
30.04737744,-89.96239757,0.969144623,2
30.05686618,-89.9701829,0.167965864,2
30.05635843,-89.95581359,0.053223595,2
30.03114755,-89.92782725,0.983300073,2
30.05591584,-89.94735349,0.985556488,2
30.06924451,-89.94589234,0.367296142,2
30.05836461,-89.93101523,0.771195341,2
30.03641196,-89.91162009,0.440846672,2
30.03847745,-89.91255628,0.118964871,2
30.06192975,-89.92827306,0.495099433,2
30.03763347,-89.90715118,0.562586896,2
30.04281243,-89.90993448,0.141115998,2
