,latitude,longitude,item_number
5635,29.9361026,-90.0851819,g0188018
5636,29.981193,-90.041021,h0121818
5638,29.981193,-90.041021,h0121818
5640,29.9599205,-90.0113436,h0092118
5641,29.9645701,-90.0617806,i3499618
5642,29.936466,-90.0865968,g2080418
5643,29.9205916,-89.9926658,g3323918
5697,29.9205916,-89.9926658,g3323918
5706,29.9205916,-89.9926658,g3323918
5715,29.9205916,-89.9926658,g3323918
5724,29.9582195,-90.0725013,f3606418
5726,29.9582195,-90.0725013,f3606418
5728,29.9169379,-90.1034754,e3104618
5730,29.9169379,-90.1034754,e3104618
5732,29.9361026,-90.0851819,g0272718
5736,29.9361026,-90.0851819,g0272718
5740,29.9361026,-90.0851819,g0272718
5797,29.9538711,-90.0698991,g3770918
5817,29.9538711,-90.0698991,g3770918
5837,29.9538711,-90.0698991,g3770918
5857,29.9538711,-90.0698991,g3770918
5877,29.9538711,-90.0698991,g3770918
5897,29.9538711,-90.0698991,g3770918
5917,29.9538711,-90.0698991,g3770918
5937,29.9538711,-90.0698991,g3770918
5957,29.9538711,-90.0698991,g3770918
5977,29.9538711,-90.0698991,g3770918
5997,29.9538711,-90.0698991,g3770918
6057,29.9538711,-90.0698991,g3770918
6077,29.9538711,-90.0698991,g3770918
6097,29.9538711,-90.0698991,g3770918
6117,29.9538711,-90.0698991,g3770918
6137,29.9538711,-90.0698991,g3770918
6157,29.9536421,-90.1212769,g3097218
6161,29.9536421,-90.1212769,g3097218
6165,29.9536421,-90.1212769,g3097218
6169,29.9536421,-90.1212769,g3097218
6173,30.034901,-89.990265,g2991518
6176,30.034901,-89.990265,g2991518
6179,30.034901,-89.990265,g2991518
6182,29.9506077,-90.0749584,e0691818
6186,29.9506077,-90.0749584,e0691818
6190,29.9506077,-90.0749584,e0691818
6194,29.9506077,-90.0749584,e0691818
6198,29.9547116,-90.069155,f0360818
6206,29.9547116,-90.069155,f0360818
6214,29.959472,-90.06489429999999,f1248018
6216,29.959472,-90.06489429999999,f1248018
6218,29.9665542,-90.0866156,e2448418
6220,29.9665542,-90.0866156,e2448418
6222,29.9212516,-90.0226707,g1664118
6223,29.9684843,-90.0840786,e1957818
6229,29.9684843,-90.0840786,e1957818
6232,29.953613,-90.0656667,h0148218
6233,29.9547116,-90.069155,f2902318
6234,30.0761631,-89.8589764,g3302018
6237,30.0761631,-89.8589764,g3302018
6240,30.0761631,-89.8589764,g3302018
6243,29.969779,-90.0395958,h0624218
6249,29.969779,-90.0395958,h0624218
6255,29.969779,-90.0395958,h0624218
6261,29.969779,-90.0395958,h0624218
6279,30.0222774,-90.011582,g1869218
6280,29.967587,-90.086426,f2881518
6282,29.967587,-90.086426,f2881518
6284,29.9573986,-90.0712904,j0358018
6285,29.9610518,-90.1184325,h0417918
6287,29.9610518,-90.1184325,h0417918
6290,29.9648022,-90.0376197,i2112318
6291,29.9520105,-90.078799,k2011418
6292,29.9547116,-90.069155,l3801918
6295,29.9547116,-90.069155,l3801918
6310,30.018922,-90.0680555,g3460318
6318,30.018922,-90.0680555,g3460318
6326,30.018922,-90.0680555,g3460318
6334,30.018922,-90.0680555,g3460318
6342,30.018922,-90.0680555,g3460318
6350,30.018922,-90.0680555,g3460318
6358,30.018922,-90.0680555,g3460318
6366,30.0515977,-89.9717794,h0896718
6368,30.0515977,-89.9717794,h0896718
6370,29.9520105,-90.078799,h0930818
6379,29.9520105,-90.078799,h0930818
6388,29.9520105,-90.078799,h0930818
6397,29.9520105,-90.078799,h0930818
6406,29.9520105,-90.078799,h0930818
6415,29.9520105,-90.078799,h0930818
6424,29.9520105,-90.078799,h0930818
6433,29.9520105,-90.078799,h0930818
6442,29.9520105,-90.078799,h0930818
6451,29.9486643,-90.1155324,h0953018
6454,29.9486643,-90.1155324,h0953018
6460,29.9547116,-90.069155,i3488618
6461,29.9949701,-90.0576183,j1090318
6473,29.9949701,-90.0576183,j1090318
6500,29.9599205,-90.0113436,j0386218
6503,29.9599205,-90.0113436,j0386218
6506,29.9476496,-90.0889224,j1252318
6511,29.9476496,-90.0889224,j1252318
6516,29.9476496,-90.0889224,j1252318
6521,29.9476496,-90.0889224,j1252318
6526,29.9476496,-90.0889224,j1252318
6531,29.9554847,-90.0684526,e0753718
6533,29.9554847,-90.0684526,e0753718
6565,29.9000317,-90.0088529,d3357218
6575,29.9000317,-90.0088529,d3357218
6585,29.9000317,-90.0088529,d3357218
6595,29.9000317,-90.0088529,d3357218
6615,29.9000317,-90.0088529,d3357218
6625,29.9000317,-90.0088529,d3357218
6637,29.9776514,-90.0767059,d1972118
6640,29.9776514,-90.0767059,d1972118
6643,29.9776514,-90.0767059,d1972118
6646,30.0142574,-90.0489376,d1755918
6656,30.0142574,-90.0489376,d1755918
6666,30.0142574,-90.0489376,d1755918
6686,30.0142574,-90.0489376,d1755918
6696,30.0142574,-90.0489376,d1755918
6706,30.0142574,-90.0489376,d1755918
6716,30.0142574,-90.0489376,d1755918
6726,30.0142574,-90.0489376,d1755918
6736,30.0142574,-90.0489376,d1755918
6832,29.9547116,-90.069155,c3532818
6836,29.9547116,-90.069155,c3532818
6840,29.9547116,-90.069155,c3532818
6844,29.9547116,-90.069155,c3532818
6848,29.9293503,-90.07155329999999,d3416818
6870,29.9043332,-89.9923507,e0191418
6874,29.9043332,-89.9923507,e0191418
6883,29.9266718,-90.1008088,d1986618
6886,29.9266718,-90.1008088,d1986618
6889,29.9266718,-90.1008088,d1986618
6892,29.968199,-90.101478,e0404618
6918,29.961054,-90.0347944,j0989418
6919,29.9704328,-90.0810356,l3674518
6928,30.0259818,-89.9996522,d3173518
6929,30.008589,-89.991871,d1285418
6966,30.027116,-89.992026,d0829818
6970,30.027116,-89.992026,d0829818
7017,29.9665022,-90.1186575,i3382818
7024,29.9665022,-90.1186575,i3382818
7031,29.9665022,-90.1186575,i3382818
7038,29.9665022,-90.1186575,i3382818
7045,29.9665022,-90.1186575,i3382818
7052,29.9665022,-90.1186575,i3382818
7059,29.9665022,-90.1186575,i3382818
7066,29.9684843,-90.0840786,l0222718
7067,29.9704328,-90.0810356,b2060718
7069,29.9704328,-90.0810356,b2060718
7071,29.965892,-90.1162798,d3545918
7072,29.9704328,-90.0810356,d2685218
7074,29.9704328,-90.0810356,d2685218
7076,29.9648022,-90.0376197,d3445818
7080,29.9663449,-90.0602569,d1087418
7082,29.9663449,-90.0602569,d1087418
7084,29.9658942,-90.0637106,d2581318
7085,29.9435616,-90.0970572,j1775818
7089,29.9435616,-90.0970572,j1775818
7093,29.9435616,-90.0970572,j1775818
7097,29.9435616,-90.0970572,j1775818
7104,29.9565636,-90.1232378,d2030818
7107,29.9565636,-90.1232378,d2030818
7110,29.961054,-90.0347944,c3607418
7111,29.9352628,-90.0787053,j1041018
7112,30.0258492,-90.0938278,l0668918
7116,30.0258492,-90.0938278,l0668918
7120,30.0258492,-90.0938278,l0668918
7124,30.0258492,-90.0938278,l0668918
7128,30.0761631,-89.8589764,d2669018
7131,30.0761631,-89.8589764,d2669018
7134,30.0761631,-89.8589764,d2669018
7137,29.9695997,-90.06691169999999,d1493318
7139,29.9695997,-90.06691169999999,d1493318
7141,29.9386892,-90.0890123,e0397518
7149,30.0151117,-90.0101641,i0916918
7152,30.0151117,-90.0101641,i0916918
7156,29.9590324,-90.0652928,d3464418
7157,29.9547116,-90.069155,p0012518
7159,29.9547116,-90.069155,p0012518
7161,29.9886678,-90.0608911,e0279518
7162,29.944997,-90.079105,i3032418
7163,29.9479533,-90.114452,j1489918
7164,29.9479533,-90.114452,j0846118
7165,29.9547116,-90.069155,e0403818
7166,29.9816948,-90.0334477,i3071518
7167,29.9941216,-90.0778716,d3146918
7171,29.9479533,-90.114452,d3042318
7173,29.945983,-90.090823,g0978618
7177,30.0328064,-90.026821,j1244618
7180,30.0328064,-90.026821,j1244618
7183,30.0328064,-90.026821,j1244618
7186,29.9386892,-90.0890123,j1669518
7228,29.9547116,-90.069155,d1484318
7230,29.9547116,-90.069155,d2932018
7244,29.9648022,-90.0376197,l3467318
7247,29.9648022,-90.0376197,l3467318
7250,29.9707601,-90.0795922,d2181118
7251,29.9547116,-90.069155,j1548918
7253,29.9547116,-90.069155,j1548918
7255,29.9427937,-90.0947769,d0499518
7256,30.0099027,-90.0687468,g2146618
7281,29.9577248,-90.07178400000001,l3605518
7310,29.9582325,-90.06886999999999,j1807018
7330,29.9940309,-90.0564037,g0082918
7334,29.9940309,-90.0564037,g0082918
7338,30.014109,-90.0190288,g0227818
7365,29.961054,-90.0347944,h1761318
7383,29.9547116,-90.069155,g3459318
7413,29.919403,-90.112161,h1945118
7414,29.9529641,-90.0814569,f2502018
7415,29.9570331,-90.06707469999999,i2428418
7418,29.9570331,-90.06707469999999,i2428418
7421,29.9570331,-90.06707469999999,i2428418
7424,29.968221,-90.03264899999999,l0443718
7649,29.9931187,-90.0546166,h0924918
7653,29.9570787,-90.1287579,d2618218
7655,29.9570787,-90.1287579,d2618218
7657,29.9427937,-90.0947769,h1816318
7659,29.9427937,-90.0947769,h1816318
7661,29.9586105,-90.0656755,h1824318
7671,29.9586105,-90.0656755,h1824318
7681,29.9586105,-90.0656755,h1824318
7691,29.9586105,-90.0656755,h1824318
7701,29.9586105,-90.0656755,h1824318
7711,29.9586105,-90.0656755,h1824318
7721,29.9586105,-90.0656755,h1824318
7731,29.9586105,-90.0656755,h1824318
7741,29.9586105,-90.0656755,h1824318
7751,29.9586105,-90.0656755,h1824318
7775,29.9631935,-90.07138619999999,h1504718
7778,29.961054,-90.0347944,h2317818
7781,29.961054,-90.0347944,h2317818
7784,29.961054,-90.0347944,h2317818
7787,29.9547116,-90.069155,h1967218
7795,29.9547116,-90.069155,h1967218
7803,29.9825639,-90.0180293,h1704518
7805,29.9825639,-90.0180293,h1704518
7807,29.9718607,-90.03897,d1171118
7811,29.9718607,-90.03897,d1171118
7819,29.9718607,-90.03897,d1171118
7823,29.9465361,-90.0885444,f1131618
7826,29.9318554,-90.1074237,k3941718
7845,29.9718607,-90.03897,d2899318
7848,29.9641516,-90.0577984,h2624718
7851,29.9641516,-90.0577984,h2624718
7854,29.9641516,-90.0577984,h2624718
7857,29.9517168,-90.0673319,j1879418
7867,29.9517168,-90.0673319,j1879418
7877,29.9517168,-90.0673319,j1879418
7887,29.9517168,-90.0673319,j1879418
7897,29.9517168,-90.0673319,j1879418
7907,29.9517168,-90.0673319,j1879418
7947,29.9517168,-90.0673319,j1879418
7957,29.9571463,-90.0727351,j1890318
7959,29.9571463,-90.0727351,j1890318
7961,29.9936807,-90.0777779,h3018818
7962,29.9689891,-90.0729986,i3437218
8039,29.970353,-90.037182,h2377718
8040,29.9479533,-90.114452,g3542818
8060,29.9479533,-90.114452,g3542818
8065,29.9543686,-90.06495679999999,j1787918
8089,29.9180898,-89.9814942,h1585218
8091,29.9180898,-89.9814942,h1585218
8103,29.9576267,-90.06796349999999,h3039218
8107,29.9576267,-90.06796349999999,h3039218
8111,29.9582195,-90.0725013,h1778218
8114,29.9582195,-90.0725013,h1778218
8117,29.9582195,-90.0725013,h1778218
8120,29.9587173,-90.0713213,h1361618
8124,29.9627087,-90.059071,h3036018
8125,29.9578324,-90.066373,l3527918
8126,29.9587173,-90.0713213,h2523018
8127,29.9690663,-90.0865692,j1729318
8128,29.9594343,-90.070663,h1101918
8129,29.9592653,-90.0704119,h2974518
8130,29.9547116,-90.069155,h3119518
8132,29.9547116,-90.069155,h3119518
8134,29.9547116,-90.069155,g0486118
8146,29.9547116,-90.069155,g0486118
8152,29.9547116,-90.069155,g0486118
8164,29.9547116,-90.069155,g0486118
8190,29.9593983,-90.0723156,h2845218
8192,29.9560853,-90.0693564,f2087318
8193,29.9610518,-90.1184325,l2539718
8194,29.9547116,-90.069155,e3586318
8196,29.9547116,-90.069155,e3586318
8198,29.961054,-90.0347944,d3374918
8200,29.961054,-90.0347944,d3374918
8202,29.9547116,-90.069155,d0129218
8203,29.9684843,-90.0840786,h0490518
8207,29.9684843,-90.0840786,h0490518
8211,29.9684843,-90.0840786,h0490518
8215,29.9684843,-90.0840786,h0490518
8224,30.0399478,-89.9167,h2436918
8225,29.9747676,-90.0548833,l3900118
8227,29.9747676,-90.0548833,l3900118
8229,29.9581214,-90.0859681,h3166418
8231,29.9581214,-90.0859681,h3166418
8233,29.9350399,-90.1059266,h2859518
8236,29.8993373,-90.0520033,h3360918
8237,30.0073921,-90.1184817,j2295218
8239,30.0073921,-90.1184817,j2295218
8241,29.9237102,-90.0066438,h3487918
8262,29.9532629,-90.0689953,h2682118
8263,29.9728843,-90.0698184,l3890618
8265,29.9728843,-90.0698184,l3890618
8296,29.9702576,-90.1025975,e0721318
8297,29.9423127,-90.0732481,g0763218
8299,29.9423127,-90.0732481,g0763218
8301,29.969779,-90.0395958,g3246318
8303,29.969779,-90.0395958,g3246318
8305,29.9497074,-90.088715,i2221618
8311,29.9497074,-90.088715,i2221618
8314,29.9679948,-90.04599549999999,i0137618
8317,29.9679948,-90.04599549999999,i0137618
8320,29.9679948,-90.04599549999999,i0137618
8323,29.9692456,-90.0834911,i0270418
8324,29.9517168,-90.0673319,h0249218
8334,29.9360921,-90.0276944,j2100218
8337,29.9587173,-90.0713213,i0572118
8338,29.9718607,-90.03897,h1675818
8339,29.9646937,-90.1019223,l3991218
8342,29.9646937,-90.1019223,l3991218
8345,29.9646937,-90.1019223,l3991218
8348,29.9431228,-90.0824705,h3711318
8349,29.9390103,-90.0930196,i0932618
8358,29.9517168,-90.0673319,i0602318
8362,29.9517168,-90.0673319,i0602318
8366,29.9517168,-90.0673319,i0602318
8370,29.9517168,-90.0673319,i0602318
8374,29.9355767,-90.0803738,i0269218
8375,29.969793,-90.1057635,i0943218
8377,29.969793,-90.1057635,i0943218
8379,29.9599205,-90.0113436,i1000318
8385,29.9599205,-90.0113436,i1000318
8448,29.9776514,-90.0767059,i0692418
8454,29.9776514,-90.0767059,i0692418
8460,29.9429823,-90.0399151,h1089518
8462,29.9429823,-90.0399151,h1089518
8502,29.9412426,-90.1287291,h3805618
8504,29.9697601,-90.0996782,g0902018
8505,29.9479533,-90.114452,h3391518
8506,29.9479533,-90.114452,l3553018
8508,29.9479533,-90.114452,l3553018
8510,29.9718607,-90.03897,h3128418
8511,29.9570331,-90.06707469999999,i0980718
8512,29.9587173,-90.0713213,i1064718
8514,29.9587173,-90.0713213,i1064718
8516,29.9547116,-90.069155,i0600918
8518,29.9547116,-90.069155,i0600918
8572,29.9645701,-90.0617806,i0487918
8573,29.9157195,-90.0177129,j1628618
8574,29.9590324,-90.0652928,i1103318
8617,29.9488665,-90.0893422,i0419618
8618,30.0308021,-89.9853646,i0711518
8622,30.0308021,-89.9853646,i0711518
8626,30.0308021,-89.9853646,i0711518
8630,30.0308021,-89.9853646,i0711518
8634,29.9684843,-90.0840786,i2024418
8637,29.9684843,-90.0840786,i2024418
